account_id,campaign_id,cost_micros,clicks,conversions,impressions,interactions,date
4695215334,6209641996,679316534.61,71.0,4.64,1630.37,75.45,2024-08-16
4695215334,3340990657,1158853108.2,436.7,15.55,71913.33,1293.94,2024-08-16
3618949692,9761106737,157449590.16,295.88,1.07,19316.48,415.44,2024-08-16
3618949692,7607908731,419927508.0,265.41,35.29,498.75,281.12,2024-08-16
3618949692,9889247505,249138870.29,348.96,0.0,15832.5,521.64,2024-08-16
3539058667,7442020486,54323674.0,46.86,15.05,246.44,47.52,2024-08-16
2830511829,2775846739,54941565.0,24.87,0.96,173.68,22.69,2024-08-16
2344918624,4872611956,55880220.0,33.95,14.17,104.19,32.77,2024-08-16
1638662180,4804931645,269112144.0,125.7,2.74,450.32,112.41,2024-08-16
1638662180,9777032190,351472128.0,76.28,2.73,1330.7,68.22,2024-08-16
1638662180,6882682666,269970400.0,54.79,0.0,995.49,49.0,2024-08-16
1638662180,7964728188,1188489008.0,221.33,10.04,556.22,197.92,2024-08-16
1638662180,5480325824,132060235.31,89.18,3.65,2816.11,144.12,2024-08-16
1638662180,1002745375,1398446672.0,242.81,10.94,689.75,217.14,2024-08-16
1638662180,8560017980,334747010.86,4729.51,172.18,25449.99,4230.4,2024-08-16
6718405214,6161657281,45746272.92,25.23,3.0,224.08,27.16,2024-08-16
5982728792,7341917791,229768433.11,190.16,14.66,1896.43,187.59,2024-08-16
3963576121,3837806828,763520722.74,821.84,9.48,2887.42,729.92,2024-08-16
3963576121,7131081197,177298030.0,228.53,2.85,1125.77,202.97,2024-08-16
3963576121,6505395551,144814670.0,194.19,5.7,955.81,172.47,2024-08-16
3963576121,5268390668,77032865.0,101.93,1.84,743.85,90.53,2024-08-16
3963576121,1718619365,130731068.7,244.62,0.95,813.84,217.26,2024-08-16
7963919960,6232421926,1652631732.62,3180.08,0.0,36091.76,3592.43,2024-08-16
3059796702,3746782976,5157182841.34,27314.32,5499.8,6586337.11,105014.76,2024-08-16
3059796702,6514982789,3835352125.92,18761.74,5224.47,4896149.72,146658.39,2024-08-16
3059796702,2000353642,3320591783.72,3718.85,951.32,249025.93,118228.97,2024-08-16
3059796702,6995508442,1146433364.89,333.92,0.99,214871.24,74879.9,2024-08-16
2902900350,3851777118,4585308112.0,18137.89,936.27,1395119.06,20676.57,2024-08-16
2902900350,6323160974,35744717807.22,25925.52,449.46,1823989.3,29555.25,2024-08-16
2902900350,4009336267,1008301724.89,1290.55,26.61,100725.28,1471.18,2024-08-16
2902900350,2551761952,4212098987.17,5648.11,66.9,431609.36,6452.34,2024-08-16
2902900350,6843997094,10442522812.04,9049.54,151.84,502906.27,10316.17,2024-08-16
2902900350,9540439464,5872387489.78,10026.93,267.55,811091.61,11947.42,2024-08-16
2902900350,4364406935,3120231922.33,5385.75,67.72,265930.98,6139.57,2024-08-16
2902900350,9437400903,12044803852.44,21753.64,445.81,1080600.01,25815.69,2024-08-16
2902900350,5274518868,34307740537.69,47807.57,2017.73,3078600.19,54514.77,2024-08-16
2902900350,6660883269,6447958060.56,8420.44,245.94,481785.15,9604.27,2024-08-16
2902900350,9900733606,1392636687.66,3002.35,47.92,191638.41,4279.8,2024-08-16
2902900350,4222861796,2293289537.0,11290.68,221.58,895840.71,12870.99,2024-08-16
2902900350,9564966568,14776446300.0,92966.61,1370.66,5640595.48,105978.72,2024-08-16
2902900350,9875099280,8554732494.73,8322.51,86.76,544876.82,9508.44,2024-08-16
2902900350,5659926465,24989508368.66,24416.96,338.22,1305781.53,28170.42,2024-08-16
2902900350,6070159021,7402659762.24,6275.37,67.83,461836.64,13739.8,2024-08-16
2902900350,2154850971,11049197479.49,14496.27,305.14,1466397.79,16753.77,2024-08-16
2902900350,7843453157,24228992516.71,47681.01,1071.4,2439153.03,61173.53,2024-08-16
2902900350,7319587305,41995981094.68,124989.22,1587.5,6901027.0,142494.96,2024-08-16
2902900350,8689647858,14573118263.24,30872.47,632.63,2206937.87,44366.05,2024-08-16
2902900350,1441569885,4690696411.16,10471.27,290.33,729242.22,12020.08,2024-08-16
2902900350,3080256802,5654760767.39,9433.85,214.37,749644.22,11657.82,2024-08-16
2902900350,1382800122,15995896274.7,21817.38,367.52,977159.85,28947.61,2024-08-16
2902900350,7295659962,16227157483.02,27021.15,639.17,1652363.03,31287.6,2024-08-16
2902900350,7880987373,9180589236.87,8383.49,120.46,516731.15,9560.04,2024-08-16
2902900350,5836109068,6427244030.82,15719.38,289.81,1222209.08,17983.79,2024-08-16
2902900350,2537172895,11601958418.03,24659.92,455.87,1325858.31,34437.42,2024-08-16
2902900350,2621285565,10289960513.89,19607.66,461.0,1028661.77,22352.05,2024-08-16
2902900350,9205575678,16838489849.96,40695.24,804.35,2422401.17,46446.98,2024-08-16
5568905640,8331341244,1187535706.0,785.72,27.23,28240.42,814.28,2024-08-16
5568905640,1872370317,328599556.0,424.84,13.99,20567.81,440.28,2024-08-16
5568905640,1363631853,2067619858.96,2035.42,51.77,92360.54,2109.4,2024-08-16
5568905640,1593605248,367217104.0,622.46,28.58,24769.81,645.09,2024-08-16
5568905640,4639177609,338530573.0,369.47,9.12,11148.13,382.9,2024-08-16
5568905640,4561323400,81947027.0,99.29,0.0,4245.13,102.9,2024-08-16
2062913176,5994436383,0.0,0.0,0.0,1.02,0.0,2024-08-16
1035543794,5209603741,0.0,0.0,0.0,20.27,0.0,2024-08-16
1035543794,3916994297,0.0,0.0,0.0,2.13,0.0,2024-08-16
1035543794,7804995364,0.0,0.0,0.0,3.2,0.0,2024-08-16
2656837900,7483745038,0.0,0.0,0.0,23.65,0.0,2024-08-16
2997065377,3597257053,0.0,0.0,0.0,11.63,0.0,2024-08-16
2756827689,8686296931,58599844.4,0.9,0.0,24778.48,3598.69,2024-08-16
2656837900,3550027521,86208.0,1.04,0.0,2.84,1.02,2024-08-16
9058771111,3686760545,15788164.0,1.04,0.0,35.77,0.92,2024-08-16
5073206805,5773681103,1812135.0,1.98,0.0,55.58,1.86,2024-08-16
4695215334,5670229680,952190.73,1.95,0.0,57.35,2.07,2024-08-16
5073206805,2007092724,2499817.0,2.97,0.97,34.36,2.79,2024-08-16
4695215334,1560803611,17841024.0,2.92,0.0,31.75,3.1,2024-08-16
5568905640,9425145730,2323692.0,2.86,0.0,91.18,2.97,2024-08-16
5073206805,7805181019,3475582.0,3.97,0.97,52.55,3.71,2024-08-16
3618949692,5988888032,3615612.0,3.93,0.0,35.56,4.16,2024-08-16
2212125296,6652402212,34171056.0,5.09,0.0,12.68,4.75,2024-08-16
5073206805,5289529658,10649778.0,5.95,0.0,54.57,5.57,2024-08-16
3618949692,8137933576,10677975.0,5.9,0.0,29.18,6.25,2024-08-16
5007176908,8561532843,33054756.0,6.28,5.11,98.19,5.56,2024-08-16
3066661500,6001398777,15993364.0,5.8,1.04,12.84,6.13,2024-08-16
5568905640,2484790428,1097299.0,5.73,0.0,264.71,5.94,2024-08-16
6718405214,5676893728,10395275.0,7.21,2.0,46.04,7.76,2024-08-16
6718405214,7204879074,53710450.0,7.21,2.0,23.53,7.76,2024-08-16
3963576121,4049338638,5975515.0,9.66,0.14,42.99,8.58,2024-08-16
5073206805,6901228337,9283707.0,9.91,0.97,82.87,9.29,2024-08-16
2656837900,7531249950,4213416.0,11.41,0.0,267.66,11.2,2024-08-16
3618949692,6102236756,9058896.0,11.8,0.0,62.0,12.49,2024-08-16
5007176908,2099106863,36160572.0,13.61,3.06,116.6,12.05,2024-08-16
6718405214,2971276534,46021800.0,11.71,6.0,69.58,12.61,2024-08-16
4996588654,6507606882,16476460.0,12.39,0.48,187.91,12.88,2024-08-16
3618949692,3939496697,21971796.0,13.76,0.0,63.83,14.58,2024-08-16
3618949692,2996242952,40794831.0,14.74,1.07,159.56,15.62,2024-08-16
2212125296,5303867796,337280722.02,15.27,0.0,298.38,14.24,2024-08-16
3963576121,7420259622,13269620.0,16.09,0.95,108.98,14.29,2024-08-16
2656837900,1999681134,1972008.0,17.64,0.92,547.62,17.31,2024-08-16
1638662180,2069508464,95060000.0,23.64,0.0,265.22,21.14,2024-08-16
5568905640,4603077000,23006395.0,21.0,1.02,566.67,21.77,2024-08-16
1035543794,4088242496,10713543.51,28.51,0.95,320.1,26.46,2024-08-16
2997065377,9302634944,50487492.0,28.13,6.56,81.39,26.58,2024-08-16
2344918624,1365052247,57824160.0,29.57,10.9,86.99,28.54,2024-08-16
6718405214,2581093323,90304937.5,27.03,6.0,121.76,29.1,2024-08-16
5568905640,2271181821,7681093.0,31.51,0.0,768.63,32.65,2024-08-16
8413258295,7882511121,13505466.0,35.25,1.0,190.38,31.17,2024-08-16
8181642239,4167772456,14755314.0,31.53,2.09,6891.71,37.88,2024-08-16
6718405214,8161416823,23592329.84,31.53,4.0,805.26,33.95,2024-08-16
2344918624,4756340523,72870900.0,39.43,26.15,130.0,38.05,2024-08-16
6718405214,6812363746,373699915.3,32.43,11.0,427.7,34.92,2024-08-16
1638662180,1631498127,129205552.0,39.75,0.0,146.42,35.55,2024-08-16
1035543794,1297958966,9897799.67,40.12,0.0,2339.93,74.47,2024-08-16
4695215334,1416940205,52622208.0,37.93,1.03,475.18,40.31,2024-08-16
7861628118,9265482416,89306704.4,38.35,0.0,608.61,40.35,2024-08-16
3963576121,4649654302,24561355.0,42.92,1.9,245.95,38.12,2024-08-16
4590233378,1343337661,83262501.72,46.66,0.0,17924.28,44.36,2024-08-16
8181642239,9163592519,23485386.0,39.64,1.04,4448.18,47.62,2024-08-16
7861628118,6246467046,108486280.0,42.19,0.0,348.75,44.38,2024-08-16
4695215334,5058988802,74987373.95,42.79,8.25,2774.29,45.47,2024-08-16
5568905640,2418257795,17104955.0,45.83,0.0,1657.86,47.49,2024-08-16
3963576121,2018290331,60424910.0,59.01,1.87,240.95,52.41,2024-08-16
1638662180,6680596439,232326640.0,62.32,0.0,298.37,55.73,2024-08-16
5568905640,9167149395,46566050.0,61.1,0.0,2278.45,63.32,2024-08-16
3539058667,7210705544,75421291.0,65.8,35.48,386.83,66.73,2024-08-16
2656837900,2330044393,45612227.15,94.42,5.5,263.88,92.67,2024-08-16
5007176908,4060656352,230929040.0,104.67,27.58,322.18,92.69,2024-08-16
8181642239,2667915214,69989808.0,91.88,1.04,4670.8,110.39,2024-08-16
1035543794,4158584440,53158865.84,107.69,0.0,4835.64,99.95,2024-08-16
1035543794,6006600124,31471332.01,107.69,0.0,9757.72,103.87,2024-08-16
1638662180,3469060944,313209120.0,109.59,3.19,415.33,98.0,2024-08-16
4695215334,7231652811,355978368.0,112.82,14.28,184.34,119.89,2024-08-16
5568905640,5151825186,53260496.0,110.75,3.07,13910.9,114.77,2024-08-16
1638662180,8711863664,164137791.23,135.37,0.91,4027.1,353.57,2024-08-16
1638662180,6213426389,314624504.73,151.49,2.74,4689.22,178.71,2024-08-16
1638662180,9043239951,241756592.0,153.64,14.19,577.4,137.39,2024-08-16
9565398844,5063768715,873899242.1,135.28,23.0,5720.24,132.78,2024-08-16
5568905640,1757450490,214941510.0,139.39,6.97,6594.17,144.45,2024-08-16
3539058667,2770179294,1302132445.57,153.54,96.75,2270.48,155.71,2024-08-16
8181642239,1658361479,184385463.0,147.73,4.21,7229.88,177.5,2024-08-16
2656837900,8763695616,135443544.0,179.5,3.12,9789.03,176.17,2024-08-16
7220654458,4411942258,21320625.0,174.86,115.8,339.7,164.82,2024-08-16
7192602240,5686559060,869391695.87,541.6,9.6,1196.45,554.25,2024-08-16
2009937203,1226427383,513348950.68,375.22,11.17,14723.33,766.03,2024-08-16
2009937203,8374222542,1895893.88,0.0,0.0,107.62,33.63,2024-08-16
2009937203,3322867880,32996052.0,31.78,2.06,727.78,32.57,2024-08-16
9061489677,9205970254,281557462.41,15.12,0.0,899.45,13.51,2024-08-16
9061489677,3538890159,64840542.0,21.6,1.07,463.23,19.3,2024-08-16
9061489677,5086670297,212846127.0,30.24,0.0,902.45,27.02,2024-08-16
6096057999,5336250406,5443098168.39,888.05,12.9,10568.75,884.96,2024-08-16
6096057999,5662612239,3574089236.22,485.86,5.37,16596.47,484.17,2024-08-16
6096057999,4071969044,282420856.0,50.4,1.07,1978.5,50.22,2024-08-16
6096057999,5799105975,72544360.0,19.15,0.0,231.56,19.09,2024-08-16
7954325167,9562350162,785231024.0,172.93,12.53,1496.79,179.1,2024-08-16
7954325167,3348231639,841915144.0,165.24,24.36,1443.48,171.14,2024-08-16
7954325167,6024835393,198798930.57,1248.91,113.37,25314.24,2050.7,2024-08-16
7954325167,3042509830,613965216.18,244.98,12.8,9988.52,426.86,2024-08-16
7954325167,8273398625,395567046.6,102.79,2.13,3082.78,526.36,2024-08-16
7954325167,9112595358,1401088064.62,710.92,22.4,13871.98,996.0,2024-08-16
7954325167,4107157191,275384338.5,25.94,0.0,58017.09,49228.62,2024-08-16
7954325167,8120927038,538133436.0,184.45,8.53,2797.77,191.04,2024-08-16
5220099305,1536834826,495864400.85,211.76,8.78,914.89,196.28,2024-08-16
2908459842,2136298600,530570094.09,352.15,17.51,10722.88,512.35,2024-08-16
6617865151,8057753435,337166592.0,205.2,33.13,5320.96,180.97,2024-08-16
6617865151,6882971632,223725841.45,985.82,96.85,38824.51,1256.24,2024-08-16
4434935446,6596566440,563192764.0,622.68,145.1,27601.09,4596.3,2024-08-16
4434935446,2989226273,113030773.36,42.25,30.75,3312.66,68.68,2024-08-16
4434935446,2809867366,177632879.35,83.57,76.87,3252.93,248.82,2024-08-16
4434935446,5286511252,442085194.54,478.49,85.52,6859.5,784.3,2024-08-16
4434935446,8765422900,538798838.78,598.8,141.25,12456.14,1286.92,2024-08-16
4434935446,1031513478,32715192.8,41.33,7.69,6862.35,344.37,2024-08-16
4434935446,7405087840,27541691.94,47.76,149.9,8548.07,415.04,2024-08-16
4434935446,4272868800,21043651.9,22.96,8.65,2359.82,239.87,2024-08-16
4434935446,2872857606,3026584854.0,1843.23,628.43,13209.88,1997.57,2024-08-16
1885813372,7572935085,5001762476.62,5311.28,3.46,242535.71,18154.52,2024-08-16
1885813372,9124640780,2799714909.64,12103.05,6.49,462794.37,13084.61,2024-08-16
1885813372,4649087835,672922522.79,1267.29,15.65,44518.31,10340.16,2024-08-16
1885813372,8861196821,427298867.62,628.67,11.03,74009.79,14382.52,2024-08-16
1885813372,9726459960,99232011.61,1005.27,118.95,25960.71,1104.03,2024-08-16
1885813372,5860913558,125430422.95,1284.23,121.37,29340.53,2269.45,2024-08-16
1885813372,2919834992,86961481.53,944.49,144.45,21856.15,1032.94,2024-08-16
1885813372,6390010854,74039661.98,694.42,174.62,16797.54,755.05,2024-08-16
1885813372,1904128808,135272027.94,1295.19,187.88,37890.25,1416.39,2024-08-16
9095094092,5229776415,72223253.04,111.16,0.97,3968.28,141.55,2024-08-16
9095094092,6332235627,521981496.0,97.86,2.92,1353.01,97.85,2024-08-16
2600150899,3102770371,2301787945.67,2411.58,1463.56,34352.27,2381.46,2024-08-16
2600150899,2876450235,3087157500.0,2449.33,29.59,13659.67,2418.74,2024-08-16
7722700863,9166150971,21554856.0,18.46,0.0,382.17,16.88,2024-08-16
7722700863,5098683393,108583544.0,105.31,0.0,944.56,96.3,2024-08-16
3020795441,9090566929,1255327392.1,949.89,81.31,13282.38,973.48,2024-08-16
6896348925,2843321247,294114015.0,876.08,5.53,14914.68,837.64,2024-08-16
9566447651,7569006169,1308694730.0,338.71,20.97,28787.23,331.68,2024-08-16
2977761935,6460405104,1358242423.72,23974.79,92.59,809802.44,23319.69,2024-08-16
3086145695,3460617103,718686218.35,1641.08,13.86,10005.2,1470.25,2024-08-16
3086145695,5853075766,5676568608.5,5412.59,31.8,28252.94,4849.15,2024-08-16
3086145695,6475291845,8506706738.61,8285.01,137.63,668384.27,12887.0,2024-08-16
3086145695,5320558629,34493410343.37,26479.12,171.19,2593397.96,94278.34,2024-08-16
3086145695,2019965934,59289942.0,53.07,0.75,1012.24,47.55,2024-08-16
3086145695,1428400726,3895477662.35,12280.49,183.53,18298.14,11002.12,2024-08-16
3086145695,3407199007,1885608359.17,2481.79,71.01,4348.04,2223.44,2024-08-16
3086145695,4943986886,480604038.62,7442.18,3979.31,222161.92,6667.46,2024-08-16
5082057286,8231113788,189333977.55,87.29,0.16,406.46,90.53,2024-08-16
5082057286,5918784997,251376578.5,306.01,0.63,33520.87,334.03,2024-08-16
5082057286,8222004527,68272794.0,37.12,0.17,270.31,38.5,2024-08-16
5128952228,1236415031,23956975867.66,227.52,36.66,5921.65,1576.06,2024-08-16
5128952228,8051023404,1904301058.3,52.74,1.06,2097.96,87.78,2024-08-16
7757875170,5136913048,43873455401.24,702.34,1218.62,33892.99,758.87,2024-08-16
7757875170,1384237602,17594614347.4,275.63,535.48,10939.16,297.81,2024-08-16
7757875170,3007461228,105478040720.0,999.94,10.56,3281.0,1080.42,2024-08-16
7757875170,1848559060,578582597221.23,2950.39,73.72,21594.88,3187.85,2024-08-16
7757875170,1507696332,754537766496.64,4019.01,112.51,160133.44,26847.37,2024-08-16
7757875170,9729384781,104336853583.26,1069.54,38.01,14342.16,1155.62,2024-08-16
7757875170,2161496164,49170685424.58,2886.29,1507.04,97581.48,3341.2,2024-08-16
7757875170,5054035183,31054370334.18,4373.38,1466.75,197350.6,4725.37,2024-08-16
7757875170,9072185700,151448686001.1,857.1,8.36,72235.41,35581.79,2024-08-16
4571331389,1451502199,71553622374.24,193.02,2.97,38746.99,2022.68,2024-08-16
4571331389,9138097200,18917693361.0,91.96,17.57,386.6,97.39,2024-08-16
4571331389,4625717420,1739121287.25,3.03,0.0,692.01,11.77,2024-08-16
8018066855,4788459244,221966018411.48,306.28,141.8,26477.0,11666.46,2024-08-16
2009975355,6160307749,33380063337.56,71.75,10.23,454.15,72.73,2024-08-16
2009975355,9957291008,39557275238.6,61.92,8.09,424.51,62.77,2024-08-16
5171899165,3249635971,3826676921.61,1371.69,350.63,4085.38,1194.28,2024-08-16
5171899165,4224647241,416155378.98,811.67,22.92,53549.94,723.46,2024-08-16
5171899165,4295880852,81436610.89,236.65,0.0,7154.12,228.41,2024-08-16
4539006085,3806583041,170142596.0,2143.47,57.63,3197.08,2327.81,2024-08-16
4539006085,7932418416,2311023684.95,1682.09,52.4,8296.78,1826.75,2024-08-16
4539006085,9806888085,95686185.09,133.53,1.83,8363.84,149.34,2024-08-16
4539006085,5120629537,1757155073.77,1765.8,34.7,9312.86,1917.66,2024-08-16
8009589948,5571995140,4723137093.62,9623.36,7107.75,324647.13,11694.17,2024-08-16
8009589948,9864867232,5944465511.88,7573.57,27.9,305303.33,139122.01,2024-08-16
3155375047,9701782768,258133615.23,169.84,12.92,12655.54,621.97,2024-08-16
3155375047,4196694573,52129776.35,19.92,8.56,3117.58,1544.62,2024-08-16
1138743890,6236877545,9812217210.39,5204.31,566.89,339644.35,46856.57,2024-08-16
1138743890,2133958043,170754389.08,235.9,3.88,7838.37,287.61,2024-08-16
1138743890,1999726494,9727924936.9,14823.29,941.73,1088368.65,19823.08,2024-08-16
1138743890,6537905638,2048055096.4,3007.34,140.01,88301.04,3719.93,2024-08-16
7187956485,7673156516,341951976.61,299.34,13.9,4101.56,323.86,2024-08-16
7187956485,5091515675,12596605131.2,7976.8,823.44,453447.98,114273.34,2024-08-16
7187956485,4478674493,1588346752.0,1029.83,34.8,12305.66,1114.2,2024-08-16
7187956485,3788981854,1410918816.0,884.28,32.93,9349.89,956.73,2024-08-16
7187956485,4730897925,417449242.37,532.76,946.4,21319.01,576.41,2024-08-16
7187956485,6596978266,1275191027.45,673.73,7.66,6289.51,728.93,2024-08-16
7187956485,1179319468,988469682.18,970.32,22.09,7357.34,1049.82,2024-08-16
7187956485,4491703485,394244832.0,324.97,8.19,3073.21,351.59,2024-08-16
7187956485,2626145410,983631307.41,472.35,779.26,13904.43,511.05,2024-08-16
7187956485,1936745141,1681984096.56,5042.02,4298.84,165194.23,5455.12,2024-08-16
7187956485,5349331482,1110223624.92,194.98,27.66,138024.87,210.96,2024-08-16
7187956485,6363224390,229135088.0,180.33,362.23,3251.84,195.11,2024-08-16
7187956485,9566513523,67650800.0,12.82,0.0,379.96,13.87,2024-08-16
1293703091,7622254097,787326452.08,7146.91,0.0,197834.45,57459.03,2024-08-16
1293703091,6693492457,3621808838.44,55276.33,11.27,1949168.67,64051.66,2024-08-16
4840214693,7815519466,563423804.07,973.65,35.24,3459.76,984.41,2024-08-16
4840214693,6787951094,736665691.45,880.56,28.54,113784.21,2482.63,2024-08-16
4840214693,3920074294,187211063.0,122.54,4.51,29595.98,123.89,2024-08-16
4840214693,3709496046,128593791.13,145.33,6.08,13360.38,157.51,2024-08-16
1848619060,9232084977,213450193.42,48.84,0.0,115268.98,1559.13,2024-08-16
1848619060,3169056208,93615684.47,259.46,0.0,16215.81,271.01,2024-08-16
3979990204,9370352805,93331004.0,47.08,1.33,1340.12,48.56,2024-08-16
3979990204,7675619656,4379215272.43,1750.2,517.53,383004.58,15158.07,2024-08-16
3979990204,3387794418,22561876862.06,11864.6,118.24,1180787.13,16835.85,2024-08-16
3979990204,5720266692,10477655.0,18.46,0.0,341.71,19.04,2024-08-16
3979990204,5409356300,169484292.0,77.54,0.0,2021.63,79.98,2024-08-16
3979990204,1427290959,1569634736.96,971.1,17.56,104620.84,1141.69,2024-08-16
3979990204,6307478183,281606230.7,85.85,1.05,6120.25,1874.88,2024-08-16
3979990204,9058435501,517921689.75,222.47,2.19,4527.19,229.48,2024-08-16
3979990204,8236843307,708828179.82,112.62,8.76,7936.67,1005.52,2024-08-16
8783260087,8653176643,550128388.8,58.78,0.0,137822.74,141955.85,2024-08-16
8783260087,8370659926,541540321.03,1.07,0.0,328650.1,40244.22,2024-08-16
6727254708,4417040446,742235760.0,726.76,11.13,30236.3,724.52,2024-08-16
6727254708,6426126727,158989860.0,66.84,3.26,2308.19,66.63,2024-08-16
6727254708,1715477885,116113350.0,31.07,5.06,86.6,30.97,2024-08-16
6727254708,9520852297,271392840.0,192.05,10.93,10498.69,191.45,2024-08-16
6727254708,9175808397,338978190.0,322.9,5.82,10576.0,321.91,2024-08-16
6727254708,8459383999,81072090.0,48.95,0.0,1483.47,48.8,2024-08-16
6727254708,2300290420,3789830024.21,3390.92,93.21,580780.19,74407.1,2024-08-16
6727254708,8630067615,189238980.0,164.75,8.17,8962.64,164.24,2024-08-16
6727254708,6863770246,3302348600.02,2291.37,133.89,200027.59,44403.25,2024-08-16
6727254708,6234691981,4156633492.04,4280.55,29.21,303447.48,4298.33,2024-08-16
6727254708,4874827991,28826767104.29,25424.39,294.34,1339490.64,25347.01,2024-08-16
